run_accession	library_name	library_strategy	base_count	first_public	last_updated	run_alias	fastq_ftp	sample_alias	sample_title
SRR24706545	WG0S-201125-14_B02	RNA-Seq	7273600238	2023-10-24	2023-10-24	SL506193.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/045/SRR24706545/SRR24706545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/045/SRR24706545/SRR24706545_2.fastq.gz	SL506193	Metagenome or environmental sample from wastewater metagenome
SRR24706548	WG02-201125-14_B02	RNA-Seq	9242478064	2023-10-24	2023-10-24	SL506190.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/048/SRR24706548/SRR24706548_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/048/SRR24706548/SRR24706548_2.fastq.gz	SL506190	Metagenome or environmental sample from wastewater metagenome
SRR24706549	WG01-201125-14_B02	RNA-Seq	14532068464	2023-10-24	2023-10-24	SL506189.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/049/SRR24706549/SRR24706549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/049/SRR24706549/SRR24706549_2.fastq.gz	SL506189	Metagenome or environmental sample from wastewater metagenome
SRR24706550	WR03-210427-14_B05	RNA-Seq	8764218180	2023-10-24	2023-10-24	SL505991.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/050/SRR24706550/SRR24706550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/050/SRR24706550/SRR24706550_2.fastq.gz	SL505991	Metagenome or environmental sample from wastewater metagenome
SRR24706551	WG0P-201216-14_B02	RNA-Seq	6768722074	2023-10-24	2023-10-24	SL506188.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/051/SRR24706551/SRR24706551_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/051/SRR24706551/SRR24706551_2.fastq.gz	SL506188	Metagenome or environmental sample from wastewater metagenome
SRR24706556	WG0P-210511-14_B05	RNA-Seq	6945511364	2023-10-24	2023-10-24	SL506030.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/056/SRR24706556/SRR24706556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/056/SRR24706556/SRR24706556_2.fastq.gz	SL506030	Metagenome or environmental sample from wastewater metagenome
SRR24706557	WG0L-210511-14_B05	RNA-Seq	7934419726	2023-10-24	2023-10-24	SL506029.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/057/SRR24706557/SRR24706557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/057/SRR24706557/SRR24706557_2.fastq.gz	SL506029	Metagenome or environmental sample from wastewater metagenome
SRR24706563	WR03-210622-14_B06	RNA-Seq	7079242098	2023-10-24	2023-10-24	WR03-210622-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/063/SRR24706563/SRR24706563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/063/SRR24706563/SRR24706563_2.fastq.gz	WR03-210622-14	Metagenome or environmental sample from wastewater metagenome
SRR24706565	WR03-210608-14_B06	RNA-Seq	6480795576	2023-10-24	2023-10-24	WR03-210608-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/065/SRR24706565/SRR24706565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/065/SRR24706565/SRR24706565_2.fastq.gz	WR03-210608-14	Metagenome or environmental sample from wastewater metagenome
SRR24706569	WM08-210622-14_B06	RNA-Seq	11430499472	2023-10-24	2023-10-24	WM08-210622-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/069/SRR24706569/SRR24706569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/069/SRR24706569/SRR24706569_2.fastq.gz	WM08-210622-14	Metagenome or environmental sample from wastewater metagenome
SRR24706571	WM08-210608-14_B06	RNA-Seq	7843470916	2023-10-24	2023-10-24	WM08-210608-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/071/SRR24706571/SRR24706571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/071/SRR24706571/SRR24706571_2.fastq.gz	WM08-210608-14	Metagenome or environmental sample from wastewater metagenome
SRR24706572	WM08-210601-14_B06	RNA-Seq	8206597226	2023-10-24	2023-10-24	WM08-210601-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/072/SRR24706572/SRR24706572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/072/SRR24706572/SRR24706572_2.fastq.gz	WM08-210601-14	Metagenome or environmental sample from wastewater metagenome
SRR24706574	WM08-210518-14_B06	RNA-Seq	9448006882	2023-10-24	2023-10-24	WM08-210518-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/074/SRR24706574/SRR24706574_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/074/SRR24706574/SRR24706574_2.fastq.gz	WM08-210518-14	Metagenome or environmental sample from wastewater metagenome
SRR24706576	WG02c-210615-14_B06	RNA-Seq	9461979214	2023-10-24	2023-10-24	WG02c-210615-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/076/SRR24706576/SRR24706576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/076/SRR24706576/SRR24706576_2.fastq.gz	WG02c-210615-14	Metagenome or environmental sample from wastewater metagenome
SRR24706579	WG02c-210518-14_B06	RNA-Seq	12292631858	2023-10-24	2023-10-24	WG02c-210518-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/079/SRR24706579/SRR24706579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/079/SRR24706579/SRR24706579_2.fastq.gz	WG02c-210518-14	Metagenome or environmental sample from wastewater metagenome
SRR24706580	WG01-210622-14_B06	RNA-Seq	9835990812	2023-10-24	2023-10-24	WG01-210622-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/080/SRR24706580/SRR24706580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/080/SRR24706580/SRR24706580_2.fastq.gz	WG01-210622-14	Metagenome or environmental sample from wastewater metagenome
SRR24706581	WG01-210615-14_B06	RNA-Seq	8259744696	2023-10-24	2023-10-24	WG01-210615-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/081/SRR24706581/SRR24706581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/081/SRR24706581/SRR24706581_2.fastq.gz	WG01-210615-14	Metagenome or environmental sample from wastewater metagenome
SRR24706586	WG01-210518-14_B06	RNA-Seq	9279986766	2023-10-24	2023-10-24	WG01-210518-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/086/SRR24706586/SRR24706586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/086/SRR24706586/SRR24706586_2.fastq.gz	WG01-210518-14	Metagenome or environmental sample from wastewater metagenome
SRR24706595	WC0Dc-210608-14_B06	RNA-Seq	10306755358	2023-10-24	2023-10-24	WC0Dc-210608-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/095/SRR24706595/SRR24706595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/095/SRR24706595/SRR24706595_2.fastq.gz	WC0Dc-210608-14	Metagenome or environmental sample from wastewater metagenome
SRR24706598	Positive-Control_Extraction_Batch04	RNA-Seq	11345072430	2023-10-24	2023-10-24	SL506448.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/098/SRR24706598/SRR24706598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/098/SRR24706598/SRR24706598_2.fastq.gz	SL506448	Metagenome or environmental sample from wastewater metagenome
SRR24706600	WG0V-210420-14_B04	RNA-Seq	8206587864	2023-10-24	2023-10-24	SL506446.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/000/SRR24706600/SRR24706600_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/000/SRR24706600/SRR24706600_2.fastq.gz	SL506446	Metagenome or environmental sample from wastewater metagenome
SRR24706602	WG02c-210420-14_B04	RNA-Seq	10885434168	2023-10-24	2023-10-24	SL506444.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/002/SRR24706602/SRR24706602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/002/SRR24706602/SRR24706602_2.fastq.gz	SL506444	Metagenome or environmental sample from wastewater metagenome
SRR24706604	WG0P-210504-14_B05	RNA-Seq	11611331636	2023-10-24	2023-10-24	SL506015.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/004/SRR24706604/SRR24706604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/004/SRR24706604/SRR24706604_2.fastq.gz	SL506015	Metagenome or environmental sample from wastewater metagenome
SRR24706605	WG01-210420-14_B04	RNA-Seq	7982306960	2023-10-24	2023-10-24	SL506442.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/005/SRR24706605/SRR24706605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/005/SRR24706605/SRR24706605_2.fastq.gz	SL506442	Metagenome or environmental sample from wastewater metagenome
SRR24706606	WC0Dg-210413-14_B04	RNA-Seq	6671822656	2023-10-24	2023-10-24	SL506441.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/006/SRR24706606/SRR24706606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/006/SRR24706606/SRR24706606_2.fastq.gz	SL506441	Metagenome or environmental sample from wastewater metagenome
SRR24706608	WG0P-210413-14_B04	RNA-Seq	18271456926	2023-10-24	2023-10-24	SL506439.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/008/SRR24706608/SRR24706608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/008/SRR24706608/SRR24706608_2.fastq.gz	SL506439	Metagenome or environmental sample from wastewater metagenome
SRR24706609	WG0L-210413-14_B04	RNA-Seq	10039245872	2023-10-24	2023-10-24	SL506438.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/009/SRR24706609/SRR24706609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/009/SRR24706609/SRR24706609_2.fastq.gz	SL506438	Metagenome or environmental sample from wastewater metagenome
SRR24706614	WG0R-210413-14_B04	RNA-Seq	7567164472	2023-10-24	2023-10-24	SL506433.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/014/SRR24706614/SRR24706614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/014/SRR24706614/SRR24706614_2.fastq.gz	SL506433	Metagenome or environmental sample from wastewater metagenome
SRR24706619	WG0P-210216-14_B03	RNA-Seq	6202581096	2023-10-24	2023-10-24	SL506339.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/019/SRR24706619/SRR24706619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/019/SRR24706619/SRR24706619_2.fastq.gz	SL506339	Metagenome or environmental sample from wastewater metagenome
SRR24706621	WG0N-210216-14_B03	RNA-Seq	6001018746	2023-10-24	2023-10-24	SL506337.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/021/SRR24706621/SRR24706621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/021/SRR24706621/SRR24706621_2.fastq.gz	SL506337	Metagenome or environmental sample from wastewater metagenome
SRR24706623	WG0Hm-210216-14_B03	RNA-Seq	9590617926	2023-10-24	2023-10-24	SL506335.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/023/SRR24706623/SRR24706623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/023/SRR24706623/SRR24706623_2.fastq.gz	SL506335	Metagenome or environmental sample from wastewater metagenome
SRR24706625	WG0A-210216-14_B03	RNA-Seq	6605727540	2023-10-24	2023-10-24	SL506333.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/025/SRR24706625/SRR24706625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/025/SRR24706625/SRR24706625_2.fastq.gz	SL506333	Metagenome or environmental sample from wastewater metagenome
SRR24706626	WG02g-210504-14_B05	RNA-Seq	9152440086	2023-10-24	2023-10-24	SL506004.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/026/SRR24706626/SRR24706626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/026/SRR24706626/SRR24706626_2.fastq.gz	SL506004	Metagenome or environmental sample from wastewater metagenome
SRR24706629	WG02-210216-14_B03	RNA-Seq	7927875688	2023-10-24	2023-10-24	SL506330.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/029/SRR24706629/SRR24706629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/029/SRR24706629/SRR24706629_2.fastq.gz	SL506330	Metagenome or environmental sample from wastewater metagenome
SRR24706630	WG0P-210202-14_B03	RNA-Seq	5416133836	2023-10-24	2023-10-24	SL506326.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/030/SRR24706630/SRR24706630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/030/SRR24706630/SRR24706630_2.fastq.gz	SL506326	Metagenome or environmental sample from wastewater metagenome
SRR24706636	WG0Hp-210119-14_B03	RNA-Seq	7974075044	2023-10-24	2023-10-24	SL506280.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/036/SRR24706636/SRR24706636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/036/SRR24706636/SRR24706636_2.fastq.gz	SL506280	Metagenome or environmental sample from wastewater metagenome
SRR24706640	WG0R-210119-14_B03	RNA-Seq	7339771458	2023-10-24	2023-10-24	SL506276.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/040/SRR24706640/SRR24706640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/040/SRR24706640/SRR24706640_2.fastq.gz	SL506276	Metagenome or environmental sample from wastewater metagenome
SRR24706642	WG0Hm-210420-14_B05	RNA-Seq	9001156206	2023-10-24	2023-10-24	SL505981.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/042/SRR24706642/SRR24706642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/042/SRR24706642/SRR24706642_2.fastq.gz	SL505981	Metagenome or environmental sample from wastewater metagenome
SRR24706643	WG0V-210119-14_B03	RNA-Seq	8514656554	2023-10-24	2023-10-24	SL506275.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/043/SRR24706643/SRR24706643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/043/SRR24706643/SRR24706643_2.fastq.gz	SL506275	Metagenome or environmental sample from wastewater metagenome
SRR24706647	WC0Dc-210126-14_B03	RNA-Seq	6429281926	2023-10-24	2023-10-24	SL506271.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/047/SRR24706647/SRR24706647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/047/SRR24706647/SRR24706647_2.fastq.gz	SL506271	Metagenome or environmental sample from wastewater metagenome
SRR24706649	WG0P-210126-14_B03	RNA-Seq	7694616022	2023-10-24	2023-10-24	SL506269.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/049/SRR24706649/SRR24706649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/049/SRR24706649/SRR24706649_2.fastq.gz	SL506269	Metagenome or environmental sample from wastewater metagenome
SRR24706653	WG0N-210427-14_B05	RNA-Seq	11611453342	2023-10-24	2023-10-24	SL505998.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/053/SRR24706653/SRR24706653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/053/SRR24706653/SRR24706653_2.fastq.gz	SL505998	Metagenome or environmental sample from wastewater metagenome
SRR24706656	WG0U-201216-14_B02	RNA-Seq	8486361872	2023-10-24	2023-10-24	SL506183.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/056/SRR24706656/SRR24706656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/056/SRR24706656/SRR24706656_2.fastq.gz	SL506183	Metagenome or environmental sample from wastewater metagenome
SRR24706657	WG02-201216-14_B02	RNA-Seq	7914396220	2023-10-24	2023-10-24	SL506181.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/057/SRR24706657/SRR24706657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/057/SRR24706657/SRR24706657_2.fastq.gz	SL506181	Metagenome or environmental sample from wastewater metagenome
SRR24706665	WM06-201209-14_B02	RNA-Seq	8255686722	2023-10-24	2023-10-24	SL506173.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/065/SRR24706665/SRR24706665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/065/SRR24706665/SRR24706665_2.fastq.gz	SL506173	Metagenome or environmental sample from wastewater metagenome
SRR24706668	WGOP-201202-14_B02	RNA-Seq	6921006178	2023-10-24	2023-10-24	SL506170.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/068/SRR24706668/SRR24706668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/068/SRR24706668/SRR24706668_2.fastq.gz	SL506170	Metagenome or environmental sample from wastewater metagenome
SRR24706671	WG0H-201202-14_B02	RNA-Seq	8182879958	2023-10-24	2023-10-24	SL506167.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/071/SRR24706671/SRR24706671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/071/SRR24706671/SRR24706671_2.fastq.gz	SL506167	Metagenome or environmental sample from wastewater metagenome
SRR24706672	WG02g-210427-14_B05	RNA-Seq	10035605564	2023-10-24	2023-10-24	SL505989.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/072/SRR24706672/SRR24706672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/072/SRR24706672/SRR24706672_2.fastq.gz	SL505989	Metagenome or environmental sample from wastewater metagenome
SRR24706673	WG0W-210420-14_B05	RNA-Seq	12034283542	2023-10-24	2023-10-24	SL505980.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/073/SRR24706673/SRR24706673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/073/SRR24706673/SRR24706673_2.fastq.gz	SL505980	Metagenome or environmental sample from wastewater metagenome
SRR24706676	WGOK-210402_B06	RNA-Seq	12852611130	2023-10-24	2023-10-24	WGOK-210402_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/076/SRR24706676/SRR24706676_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/076/SRR24706676/SRR24706676_2.fastq.gz	WGOK-210402	Metagenome or environmental sample from wastewater metagenome
SRR24706682	WG0P-210615-14_B06	RNA-Seq	8534449634	2023-10-24	2023-10-24	WG0P-210615-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/082/SRR24706682/SRR24706682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/082/SRR24706682/SRR24706682_2.fastq.gz	WG0P-210615-14	Metagenome or environmental sample from wastewater metagenome
SRR24706684	WG0P-210601-14_B06	RNA-Seq	10808558256	2023-10-24	2023-10-24	WG0P-210601-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/084/SRR24706684/SRR24706684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/084/SRR24706684/SRR24706684_2.fastq.gz	WG0P-210601-14	Metagenome or environmental sample from wastewater metagenome
SRR24706685	WG02c-210511-14_B05	RNA-Seq	9209088944	2023-10-24	2023-10-24	SL506020.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/085/SRR24706685/SRR24706685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/085/SRR24706685/SRR24706685_2.fastq.gz	SL506020	Metagenome or environmental sample from wastewater metagenome
SRR24706688	WG0L-210615-14_B06	RNA-Seq	11049433456	2023-10-24	2023-10-24	WG0L-210615-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/088/SRR24706688/SRR24706688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/088/SRR24706688/SRR24706688_2.fastq.gz	WG0L-210615-14	Metagenome or environmental sample from wastewater metagenome
SRR24706691	WG0L-210525-14_B06	RNA-Seq	9265667436	2023-10-24	2023-10-24	WG0L-210525-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/091/SRR24706691/SRR24706691_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/091/SRR24706691/SRR24706691_2.fastq.gz	WG0L-210525-14	Metagenome or environmental sample from wastewater metagenome
SRR24706692	WG0Kg-210622-14_B06	RNA-Seq	10884669806	2023-10-24	2023-10-24	WG0Kg-210622-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/092/SRR24706692/SRR24706692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/092/SRR24706692/SRR24706692_2.fastq.gz	WG0Kg-210622-14	Metagenome or environmental sample from wastewater metagenome
SRR24706693	WG0Kg-210615-14_B06	RNA-Seq	7619936254	2023-10-24	2023-10-24	WG0Kg-210615-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/093/SRR24706693/SRR24706693_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/093/SRR24706693/SRR24706693_2.fastq.gz	WG0Kg-210615-14	Metagenome or environmental sample from wastewater metagenome
SRR24706694	WG0Kg-210608-14_B06	RNA-Seq	10129918956	2023-10-24	2023-10-24	WG0Kg-210608-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/094/SRR24706694/SRR24706694_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/094/SRR24706694/SRR24706694_2.fastq.gz	WG0Kg-210608-14	Metagenome or environmental sample from wastewater metagenome
SRR24706695	WG0Kg-210601-14_B06	RNA-Seq	12068819054	2023-10-24	2023-10-24	WG0Kg-210601-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/095/SRR24706695/SRR24706695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/095/SRR24706695/SRR24706695_2.fastq.gz	WG0Kg-210601-14	Metagenome or environmental sample from wastewater metagenome
SRR24706697	WG0N-210420-14_B05	RNA-Seq	8275699054	2023-10-24	2023-10-24	SL505983.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/097/SRR24706697/SRR24706697_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/097/SRR24706697/SRR24706697_2.fastq.gz	SL505983	Metagenome or environmental sample from wastewater metagenome
SRR24706700	WG0Kc-210601-14_B06	RNA-Seq	10674608572	2023-10-24	2023-10-24	WG0Kc-210601-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/000/SRR24706700/SRR24706700_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/000/SRR24706700/SRR24706700_2.fastq.gz	WG0Kc-210601-14	Metagenome or environmental sample from wastewater metagenome
SRR24706702	WG0A-210608-14_B06	RNA-Seq	7674593120	2023-10-24	2023-10-24	WG0A-210608-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/002/SRR24706702/SRR24706702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/002/SRR24706702/SRR24706702_2.fastq.gz	WG0A-210608-14	Metagenome or environmental sample from wastewater metagenome
SRR24706703	WG0A-210601-14_B06	RNA-Seq	15216639648	2023-10-24	2023-10-24	WG0A-210601-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/003/SRR24706703/SRR24706703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/003/SRR24706703/SRR24706703_2.fastq.gz	WG0A-210601-14	Metagenome or environmental sample from wastewater metagenome
SRR24706706	WG02g-210622-14_B06	RNA-Seq	10656753124	2023-10-24	2023-10-24	WG02g-210622-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/006/SRR24706706/SRR24706706_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/006/SRR24706706/SRR24706706_2.fastq.gz	WG02g-210622-14	Metagenome or environmental sample from wastewater metagenome
SRR24706707	WG02g-210615-14_B06	RNA-Seq	7806329144	2023-10-24	2023-10-24	WG02g-210615-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/007/SRR24706707/SRR24706707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/007/SRR24706707/SRR24706707_2.fastq.gz	WG02g-210615-14	Metagenome or environmental sample from wastewater metagenome
SRR24706709	WG02g-210608-14_B06	RNA-Seq	9546996140	2023-10-24	2023-10-24	WG02g-210608-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/009/SRR24706709/SRR24706709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/009/SRR24706709/SRR24706709_2.fastq.gz	WG02g-210608-14	Metagenome or environmental sample from wastewater metagenome
SRR24706710	WG02g-210601-14_B06	RNA-Seq	12690100702	2023-10-24	2023-10-24	WG02g-210601-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/010/SRR24706710/SRR24706710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/010/SRR24706710/SRR24706710_2.fastq.gz	WG02g-210601-14	Metagenome or environmental sample from wastewater metagenome
SRR24706711	WG02g-210525-14_B06	RNA-Seq	10810197210	2023-10-24	2023-10-24	WG02g-210525-14_B06.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/011/SRR24706711/SRR24706711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/011/SRR24706711/SRR24706711_2.fastq.gz	WG02g-210525-14	Metagenome or environmental sample from wastewater metagenome
