new_complete_name	library_id	unique_sample_id	batch_name	country	country_alpha2	country_alpha3	city	latitude	longtitude	batch_abbr	year	collection_date	isolation_source	organism	ena_sample_acc	ena_experiment_acc	ena_run_acc	instrument_model
DTU_2017_561_1_MG_MU_PL_257	1	2017_nov_mus_01	GS snapshot nov 2017	Mauritius	MU	MUS	Port Louis	-20.16	57.5	nov	17	12/1/2017	wastewater	wastewater metagenome	ERS5186520	ERX4603849	ERR4682397	Illumina NovaSeq 6000
DTU_2017_562_1_MG_BE_BR_258	1	2017_nov_bel_05	GS snapshot nov 2017	Belgium	BE	BEL	Brussels	50.84	4.37	nov	17	11/23/2017	wastewater	wastewater metagenome	ERS5186521	ERX4603850	ERR4682398	Illumina NovaSeq 6000
DTU_2017_568_1_MG_EE_TL_264	1	2017_nov_est_01	GS snapshot nov 2017	Estonia	EE	EST	Tallinn	59.43	24.74	nov	17	12/9/2017	wastewater	wastewater metagenome	ERS5186522	ERX4603851	ERR4682399	Illumina NovaSeq 6000
DTU_2017_569_1_MG_EE_TA_265	1	2017_nov_est_02	GS snapshot nov 2017	Estonia	EE	EST	Tartu	58.37	26.73	nov	17	11/20/2017	wastewater	wastewater metagenome	ERS5186523	ERX4603852	ERR4682400	Illumina NovaSeq 6000
DTU_2017_570_1_MG_EE_PA_266	1	2017_nov_est_03	GS snapshot nov 2017	Estonia	EE	EST	Parnu	58.38	24.51	nov	17	11/28/2017	wastewater	wastewater metagenome	ERS5186524	ERX4603853	ERR4682401	Illumina NovaSeq 6000
DTU_2017_571_1_MG_EE_NA_267	1	2017_nov_est_04	GS snapshot nov 2017	Estonia	EE	EST	Narva	59.38	28.2	nov	17	11/22/2017	wastewater	wastewater metagenome	ERS5186525	ERX4603854	ERR4682402	Illumina NovaSeq 6000
DTU_2017_572_1_MG_SE_UP_268	1	2017_nov_swe_02	GS snapshot nov 2017	Sweden	SE	SWE	Uppsala	59.86	17.64	nov	17	11/27/2017	wastewater	wastewater metagenome	ERS5186526	ERX4603855	ERR4682403	Illumina NovaSeq 6000
DTU_2017_573_1_MG_IR_SH_269	1	2017_nov_irn_01	GS snapshot nov 2017	Iran	IR	IRN	Shiraz	29.61	52.54	nov	17	11/30/2017	wastewater	wastewater metagenome	ERS5186527	ERX4603856	ERR4682404	Illumina NovaSeq 6000
DTU_2017_574_1_MG_LU_LU_270	1	2017_nov_lux_01	GS snapshot nov 2017	Luxembourg	LU	LUX	Luxembourg	49.82	6.13	nov	17	12/1/2017	wastewater	wastewater metagenome	ERS5186528	ERX4603857	ERR4682405	Illumina NovaSeq 6000
DTU_2017_575_1_MG_PT_PO_271	1	2017_nov_prt_02	GS snapshot nov 2017	Portugal	PT	PRT	Porto	41.15	-8.61	nov	17	11/22/2017	wastewater	wastewater metagenome	ERS5186529	ERX4603858	ERR4682406	Illumina NovaSeq 6000
DTU_2017_576_1_MG_KR_GW_272	1	2017_nov_kor_02	GS snapshot nov 2017	South Korea	KR	KOR	Gwangju	35.16	126.85	nov	17	11/20/2017	wastewater	wastewater metagenome	ERS5186530	ERX4603859	ERR4682407	Illumina NovaSeq 6000
DTU_2017_577_1_MG_BF_OU_273	1	2017_nov_bfa_01	GS snapshot nov 2017	Burkina Faso	BF	BFA	Ouagadougou	12.37	-1.53	nov	17	1/4/2018	wastewater	wastewater metagenome	ERS5186531	ERX4603860	ERR4682408	Illumina NovaSeq 6000
DTU_2017_578_1_MG_BF_BO_274	1	2017_nov_bfa_02	GS snapshot nov 2017	Burkina Faso	BF	BFA	Bobo Dioulasso	11.18	-4.3	nov	17	12/19/2017	wastewater	wastewater metagenome	ERS5186532	ERX4603861	ERR4682409	Illumina NovaSeq 6000
DTU_2017_579_1_MG_CO_MO_275	1	2017_nov_col_01	GS snapshot nov 2017	Colombia	CO	COL	Mosquera	4.68	-74.23	nov	17	12/28/2017	wastewater	wastewater metagenome	ERS5186533	ERX4603862	ERR4682410	Illumina NovaSeq 6000
DTU_2017_580_1_MG_BW_GA_276	1	2017_nov_bwa_01	GS snapshot nov 2017	Botswana	BW	BWA	Gaborone	-24.66	25.91	nov	17	12/1/2017	wastewater	wastewater metagenome	ERS5186534	ERX4603863	ERR4682411	Illumina NovaSeq 6000
DTU_2017_581_1_MG_MW_ZO_277	1	2017_nov_mwi_01	GS snapshot nov 2017	Malawi	MW	MWI	Zomba	-15.39	35.33	nov	17	11/22/2017	wastewater	wastewater metagenome	ERS5186535	ERX4603864	ERR4682412	Illumina NovaSeq 6000
DTU_2017_582_1_MG_MW_CH_278	1	2017_nov_mwi_02	GS snapshot nov 2017	Malawi	MW	MWI	Chikwawa	-16.22	34.72	nov	17	11/21/2017	wastewater	wastewater metagenome	ERS5186536	ERX4603865	ERR4682413	Illumina NovaSeq 6000
DTU_2017_583_1_MG_MW_MA_279	1	2017_nov_mwi_03	GS snapshot nov 2017	Malawi	MW	MWI	Machinga	-14.9	35.6	nov	17	11/22/2017	wastewater	wastewater metagenome	ERS5186537	ERX4603866	ERR4682414	Illumina NovaSeq 6000
DTU_2017_584_1_MG_MW_MC_280	1	2017_nov_mwi_04	GS snapshot nov 2017	Malawi	MW	MWI	Mchinji	-13.78	33.01	nov	17	11/23/2017	wastewater	wastewater metagenome	ERS5186538	ERX4603867	ERR4682415	Illumina NovaSeq 6000
DTU_2017_585_1_MG_TG_LO_281	1	2017_nov_tgo_01	GS snapshot nov 2017	Togo	TG	TGO	Lome	6.13	1.22	nov	17	11/27/2017	wastewater	wastewater metagenome	ERS5186539	ERX4603868	ERR4682416	Illumina NovaSeq 6000
DTU_2017_586_1_MG_MW_LI_282	1	2017_nov_mwi_05	GS snapshot nov 2017	Malawi	MW	MWI	Lilongwe	-13.99	33.77	nov	17	11/23/2017	wastewater	wastewater metagenome	ERS5186540	ERX4603869	ERR4682417	Illumina NovaSeq 6000
DTU_2017_587_1_MG_MW_KA_283	1	2017_nov_mwi_06	GS snapshot nov 2017	Malawi	MW	MWI	Karonga	-10.08	33.87	nov	17	11/24/2017	wastewater	wastewater metagenome	ERS5186541	ERX4603870	ERR4682418	Illumina NovaSeq 6000
DTU_2017_588_1_MG_MW_NS_284	1	2017_nov_mwi_07	GS snapshot nov 2017	Malawi	MW	MWI	Nsanje	-16.72	35.1	nov	17	11/21/2017	wastewater	wastewater metagenome	ERS5186542	ERX4603871	ERR4682419	Illumina NovaSeq 6000
DTU_2017_589_1_MG_BD_DH_285	1	2017_nov_bgd_01	GS snapshot nov 2017	Bangladesh	BD	BGD	Dhaka	23.76	90.38	nov	17	11/25/2017	wastewater	wastewater metagenome	ERS5186543	ERX4603872	ERR4682420	Illumina NovaSeq 6000
DTU_2017_590_1_MG_KW_KW_286	1	2017_nov_kwt_01	GS snapshot nov 2017	Kuwait	KW	KWT	Kuwait	29.27	47.5	nov	17	12/7/2017	wastewater	wastewater metagenome	ERS5186544	ERX4603873	ERR4682421	Illumina NovaSeq 6000
DTU_2017_591_1_MG_NP_KA_287	1	2017_nov_npl_01	GS snapshot nov 2017	Nepal	NP	NPL	Kathmandu	27.71	85.32	nov	17	1/3/2018	wastewater	wastewater metagenome	ERS5186545	ERX4603874	ERR4682422	Illumina NovaSeq 6000
DTU_2017_592_1_MG_NP_BH_288	1	2017_nov_npl_02	GS snapshot nov 2017	Nepal	NP	NPL	Bhaktapur	27.67	85.43	nov	17	1/3/2018	wastewater	wastewater metagenome	ERS5186546	ERX4603875	ERR4682423	Illumina NovaSeq 6000
DTU_2017_593_1_MG_US_CH_289	1	2017_nov_usa_01	GS snapshot nov 2017	USA	US	USA	Chapel Hill	35.91	-79.06	nov	17	11/2/2017	wastewater	wastewater metagenome	ERS5186547	ERX4603876	ERR4682424	Illumina NovaSeq 6000
DTU_2017_594_1_MG_GH_TA_290	1	2017_nov_gha_01	GS snapshot nov 2017	Ghana	GH	GHA	Tamale	9.41	-0.84	nov	17	12/9/2017	wastewater	wastewater metagenome	ERS5186548	ERX4603877	ERR4682425	Illumina NovaSeq 6000
DTU_2017_595_1_MG_CM_YA_291	1	2017_nov_cmr_01	GS snapshot nov 2017	Cameroon	CM	CMR	Yaounde	3.87	11.52	nov	17	11/17/2017	wastewater	wastewater metagenome	ERS5186549	ERX4603878	ERR4682426	Illumina NovaSeq 6000
DTU_2017_596_1_MG_GB_EB_292	1	2017_nov_gbr_03	GS snapshot nov 2017	United Kingdom	GB	GBR	Edinburgh	55.95	-3.19	nov	17	11/21/2017	wastewater	wastewater metagenome	ERS5186550	ERX4603879	ERR4682427	Illumina NovaSeq 6000
DTU_2017_597_1_MG_UY_MV_293	1	2017_nov_ury_01	GS snapshot nov 2017	Uruguay	UY	URY	Montevideo	-34.91	-56.19	nov	17	12/1/2017	wastewater	wastewater metagenome	ERS5186551	ERX4603880	ERR4682428	Illumina NovaSeq 6000
DTU_2017_598_1_MG_CL_SA_294	1	2017_nov_chl_01	GS snapshot nov 2017	Chile	CL	CHL	Santiago	-33.44	-70.65	nov	17	12/4/2017	wastewater	wastewater metagenome	ERS5186552	ERX4603881	ERR4682429	Illumina NovaSeq 6000
DTU_2017_599_1_MG_CL_PA_295	1	2017_nov_chl_02	GS snapshot nov 2017	Chile	CL	CHL	Punta Arenas	-53.16	-70.91	nov	17	11/29/2017	wastewater	wastewater metagenome	ERS5186553	ERX4603882	ERR4682430	Illumina NovaSeq 6000
DTU_2017_600_1_MG_MA_CA_296	1	2017_nov_mar_01	GS snapshot nov 2017	Morocco	MA	MAR	Casablanca	33.6	-7.62	nov	17	11/29/2017	wastewater	wastewater metagenome	ERS5186554	ERX4603883	ERR4682431	Illumina NovaSeq 6000
DTU_2017_601_1_MG_IL_BE_297	1	2017_nov_isr_01	GS snapshot nov 2017	Israel	IL	ISR	Beer-Sheva	31.25	34.79	nov	17	12/6/2017	wastewater	wastewater metagenome	ERS5186555	ERX4603884	ERR4682432	Illumina NovaSeq 6000
DTU_2017_602_1_MG_CA_OT_298	1	2017_nov_can_02	GS snapshot nov 2017	Canada	CA	CAN	Ottawa	45.42	-75.69	nov	17	11/27/2017	wastewater	wastewater metagenome	ERS5186556	ERX4603885	ERR4682433	Illumina NovaSeq 6000
DTU_2017_603_1_MG_CA_RE_299	1	2017_nov_can_03	GS snapshot nov 2017	Canada	CA	CAN	Regina	50.45	-104.62	nov	17	11/22/2017	wastewater	wastewater metagenome	ERS5186557	ERX4603886	ERR4682434	Illumina NovaSeq 6000
DTU_2017_604_1_MG_CA_CA_300	1	2017_nov_can_04	GS snapshot nov 2017	Canada	CA	CAN	Calgary	51.05	-114.06	nov	17	11/21/2017	wastewater	wastewater metagenome	ERS5186558	ERX4603887	ERR4682435	Illumina NovaSeq 6000
DTU_2017_605_1_MG_CA_VA_301	1	2017_nov_can_05	GS snapshot nov 2017	Canada	CA	CAN	Vancouver	49.26	-123.11	nov	17	11/19/2017	wastewater	wastewater metagenome	ERS5186559	ERX4603888	ERR4682436	Illumina NovaSeq 6000
DTU_2017_606_1_MG_GH_KU_302	1	2017_nov_gha_02	GS snapshot nov 2017	Ghana	GH	GHA	Kumasi	6.7	-1.62	nov	17	11/29/2017	wastewater	wastewater metagenome	ERS5186560	ERX4603889	ERR4682437	Illumina NovaSeq 6000
DTU_2017_607_1_MG_GB_NC_303	1	2017_nov_gbr_04	GS snapshot nov 2017	United Kingdom	GB	GBR	Newcastle Upon Tyne	54.97	-1.61	nov	17	12/4/2017	wastewater	wastewater metagenome	ERS5186561	ERX4603890	ERR4682438	Illumina NovaSeq 6000
DTU_2017_608_1_MG_FI_OU_304	1	2017_nov_fin_01	GS snapshot nov 2017	Finland	FI	FIN	Oulu	65.01	25.47	nov	17	11/21/2017	wastewater	wastewater metagenome	ERS5186562	ERX4603891	ERR4682439	Illumina NovaSeq 6000
DTU_2017_609_1_MG_FI_TU_305	1	2017_nov_fin_02	GS snapshot nov 2017	Finland	FI	FIN	Turku	60.45	22.27	nov	17	11/22/2017	wastewater	wastewater metagenome	ERS5186563	ERX4603892	ERR4682440	Illumina NovaSeq 6000
DTU_2017_610_1_MG_FI_HE_306	1	2017_nov_fin_03	GS snapshot nov 2017	Finland	FI	FIN	Helsinki	60.17	24.94	nov	17	11/22/2017	wastewater	wastewater metagenome	ERS5186564	ERX4603893	ERR4682441	Illumina NovaSeq 6000
DTU_2017_611_1_MG_US_SE_307	1	2017_nov_usa_02	GS snapshot nov 2017	USA	US	USA	Seattle	47.6	-122.33	nov	17	11/28/2017	wastewater	wastewater metagenome	ERS5186565	ERX4603894	ERR4682442	Illumina NovaSeq 6000
DTU_2017_612_1_MG_AE_AD_308	1	2017_nov_are_01	GS snapshot nov 2017	United Arab Emirates	AE	ARE	Dubai	25.07	55.17	nov	17	11/28/2017	wastewater	wastewater metagenome	ERS5186566	ERX4603895	ERR4682443	Illumina NovaSeq 6000
DTU_2017_613_1_MG_NZ_CH_309	1	2017_nov_nzl_01	GS snapshot nov 2017	New Zealand	NZ	NZL	Christchurch	-43.53	172.64	nov	17	11/21/2017	wastewater	wastewater metagenome	ERS5186567	ERX4603896	ERR4682444	Illumina NovaSeq 6000
DTU_2017_614_1_MG_US_HO_310	1	2017_nov_usa_03	GS snapshot nov 2017	USA	US	USA	Houston	29.76	-95.37	nov	17	1/19/2018	wastewater	wastewater metagenome	ERS5186568	ERX4603897	ERR4682445	Illumina NovaSeq 6000
DTU_2017_615_1_MG_US_AU_311	1	2017_nov_usa_04	GS snapshot nov 2017	USA	US	USA	Austin	30.27	-97.74	nov	17	1/18/2018	wastewater	wastewater metagenome	ERS5186569	ERX4603898	ERR4682446	Illumina NovaSeq 6000
DTU_2017_616_1_MG_US_WA_312	1	2017_nov_usa_05	GS snapshot nov 2017	USA	US	USA	Waco	31.55	-97.15	nov	17	1/11/2018	wastewater	wastewater metagenome	ERS5186570	ERX4603899	ERR4682447	Illumina NovaSeq 6000
DTU_2017_617_1_MG_MY_AS_313	1	2017_nov_mys_04	GS snapshot nov 2017	Malaysia	MY	MYS	Alor Setar	6.12	100.37	nov	17	11/23/2017	wastewater	wastewater metagenome	ERS5186571	ERX4603900	ERR4682448	Illumina NovaSeq 6000
DTU_2017_618_1_MG_MY_PG_314	1	2017_nov_mys_05	GS snapshot nov 2017	Malaysia	MY	MYS	Jelutong	5.39	100.31	nov	17	11/23/2017	wastewater	wastewater metagenome	ERS5186572	ERX4603901	ERR4682449	Illumina NovaSeq 6000
DTU_2017_619_1_MG_MY_PB_315	1	2017_nov_mys_06	GS snapshot nov 2017	Malaysia	MY	MYS	Butterworth	5.39	100.37	nov	17	11/23/2017	wastewater	wastewater metagenome	ERS5186573	ERX4603902	ERR4682450	Illumina NovaSeq 6000
DTU_2017_620_1_MG_TZ_MS_316	1	2017_nov_tza_03	GS snapshot nov 2017	Tanzania	TZ	TZA	Moshi	-3.35	37.34	nov	17	11/29/2017	wastewater	wastewater metagenome	ERS5186574	ERX4603903	ERR4682451	Illumina NovaSeq 6000
DTU_2017_621_1_MG_PH_QU_317	1	2017_nov_phl_01	GS snapshot nov 2017	Philippines	PH	PHL	Quezon City	14.65	121.05	nov	17	12/21/2017	wastewater	wastewater metagenome	ERS5186575	ERX4603904	ERR4682452	Illumina NovaSeq 6000
DTU_2017_622_1_MG_AR_BA_318	1	2017_nov_arg_01	GS snapshot nov 2017	Argentina	AR	ARG	Buenos Aires	-34.61	-58.44	nov	17	11/22/2017	wastewater	wastewater metagenome	ERS5186576	ERX4603905	ERR4682453	Illumina NovaSeq 6000
DTU_2017_623_1_MG_LC_CA_319	1	2017_nov_lca_01	GS snapshot nov 2017	Saint Lucia	LC	LCA	Castries	13.95	-60.99	nov	17	2017	wastewater	wastewater metagenome	ERS5186577	ERX4603906	ERR4682454	Illumina NovaSeq 6000
DTU_2017_624_1_MG_LC_GR_320	1	2017_nov_lca_02	GS snapshot nov 2017	Saint Lucia	LC	LCA	Gros Islet	14.08	-60.95	nov	17	2017	wastewater	wastewater metagenome	ERS5186578	ERX4603907	ERR4682455	Illumina NovaSeq 6000
DTU_2017_625_1_MG_ET_AD_321	1	2017_nov_eth_01	GS snapshot nov 2017	Ethiopia	ET	ETH	Addis Ababa	9	38.75	nov	17	11/24/2017	wastewater	wastewater metagenome	ERS5186579	ERX4603908	ERR4682456	Illumina NovaSeq 6000
DTU_2017_626_1_MG_NG_IL_322	1	2017_nov_nga_02	GS snapshot nov 2017	Nigeria	NG	NGA	Ilorin	8.5	4.55	nov	17	1/10/2018	wastewater	wastewater metagenome	ERS5186580	ERX4603909	ERR4682457	Illumina NovaSeq 6000
DTU_2017_627_1_MG_EC_QU_323	1	2017_nov_ecu_01	GS snapshot nov 2017	Ecuador	EC	ECU	Quito	-0.22	-78.51	nov	17	11/23/2017	wastewater	wastewater metagenome	ERS5186581	ERX4603910	ERR4682458	Illumina NovaSeq 6000
DTU_2017_628_1_MG_MZ_MA_324	1	2017_nov_moz_01	GS snapshot nov 2017	Mozambique	MZ	MOZ	Maputo	-25.97	32.57	nov	17	11/17/2017	wastewater	wastewater metagenome	ERS5186582	ERX4603911	ERR4682459	Illumina NovaSeq 6000
DTU_2017_629_1_MG_IR_TH_325	1	2017_nov_irn_02	GS snapshot nov 2017	Iran	IR	IRN	Tehran	35.7	51.4	nov	17	10/1/2018	wastewater	wastewater metagenome	ERS5186583	ERX4603912	ERR4682460	Illumina NovaSeq 6000
DTU_2017_630_1_MG_SN_DA_326	1	2017_nov_sen_01	GS snapshot nov 2017	Senegal	SN	SEN	Dakar	14.69	-17.45	nov	17	3/8/2018	wastewater	wastewater metagenome	ERS5186584	ERX4603913	ERR4682461	Illumina NovaSeq 6000
DTU_2017_631_1_MG_DK_VA_327	1	2017_nov_dnk_01	GS snapshot nov 2017	Denmark	DK	DNK	Valby	55.66	12.52	nov	17	11/18/2017	wastewater	wastewater metagenome	ERS5186585	ERX4603914	ERR4682462	Illumina NovaSeq 6000
DTU_2017_632_1_MG_DK_MA_328	1	2017_nov_dnk_02	GS snapshot nov 2017	Denmark	DK	DNK	Amager	55.62	12.6	nov	17	11/18/2017	wastewater	wastewater metagenome	ERS5186586	ERX4603915	ERR4682463	Illumina NovaSeq 6000
DTU_2017_633_1_MG_DK_AV_329	1	2017_nov_dnk_03	GS snapshot nov 2017	Denmark	DK	DNK	Avedore	55.63	12.46	nov	17	11/18/2017	wastewater	wastewater metagenome	ERS5186587	ERX4603916	ERR4682464	Illumina NovaSeq 6000
DTU_2017_634_1_MG_CN_GU_330	1	2017_nov_chn_01	GS snapshot nov 2017	China	CN	CHN	Guangzhou	23.13	113.26	nov	17	12/21/2017	wastewater	wastewater metagenome	ERS5186588	ERX4603917	ERR4682465	Illumina NovaSeq 6000
DTU_2017_635_1_MG_VN_HO_331	1	2017_nov_vnm_01	GS snapshot nov 2017	Viet Nam	VN	VNM	Ho Chi Minh	10.78	106.7	nov	17	12/27/2017	wastewater	wastewater metagenome	ERS5186589	ERX4603918	ERR4682466	Illumina NovaSeq 6000
DTU_2017_636_1_MG_RS_BE_332	1	2017_nov_srb_01	GS snapshot nov 2017	Serbia	RS	SRB	Belgrade	44.82	20.46	nov	17	2017	wastewater	wastewater metagenome	ERS5186590	ERX4603919	ERR4682467	Illumina NovaSeq 6000
DTU_2017_637_1_MG_NL_UT_333	1	2017_nov_nld_01	GS snapshot nov 2017	Netherlands	NL	NLD	Utrecht	52.09	5.11	nov	17	11/23/2017	wastewater	wastewater metagenome	ERS5186591	ERX4603920	ERR4682468	Illumina NovaSeq 6000
DTU_2017_638_1_Negative_Control_NC_O	1	2017_nov_neg_01	GS snapshot nov 2017	Denmark	NC	NEG	Lyngby	55.78	12.52	nov	17	12/12/2017	Negative control	wastewater metagenome	ERS5186592	ERX4603921	ERR4682469	Illumina NovaSeq 6000
DTU_2017_639_1_Negative_Control_NC_P	1	2017_nov_neg_02	GS snapshot nov 2017	Denmark	NC	NEG	Lyngby	55.78	12.52	nov	17	12/15/2017	Negative control	wastewater metagenome	ERS5186593	ERX4603922	ERR4682470	Illumina NovaSeq 6000
DTU_2017_640_1_Negative_Control_NC_Q	1	2017_nov_neg_03	GS snapshot nov 2017	Denmark	NC	NEG	Lyngby	55.78	12.52	nov	17	12/19/2017	Negative control	wastewater metagenome	ERS5186594	ERX4603923	ERR4682471	Illumina NovaSeq 6000
DTU_2017_641_1_Negative_Control_NC_R	1	2017_nov_neg_04	GS snapshot nov 2017	Denmark	NC	NEG	Lyngby	55.78	12.52	nov	17	1/17/2018	Negative control	wastewater metagenome	ERS5186595	ERX4603924	ERR4682472	Illumina NovaSeq 6000
DTU_2017_642_1_Negative_Control_NC_S	1	2017_nov_neg_05	GS snapshot nov 2017	Denmark	NC	NEG	Lyngby	55.78	12.52	nov	17	1/24/2018	Negative control	wastewater metagenome	ERS5186596	ERX4603925	ERR4682473	Illumina NovaSeq 6000
DTU_2017_643_1_Negative_Control_NC_T	1	2017_nov_neg_06	GS snapshot nov 2017	Denmark	NC	NEG	Lyngby	55.78	12.52	nov	17	2/28/2018	Negative control	wastewater metagenome	ERS5186597	ERX4603926	ERR4682474	Illumina NovaSeq 6000
DTU_2017_644_1_Negative_Control_NC_U	1	2017_nov_neg_07	GS snapshot nov 2017	Denmark	NC	NEG	Lyngby	55.78	12.52	nov	17	4/5/2018	Negative control	wastewater metagenome	ERS5186598	ERX4603927	ERR4682475	Illumina NovaSeq 6000
DTU_2017_645_1_Negative_Control_NC_V	1	2017_nov_neg_08	GS snapshot nov 2017	Denmark	NC	NEG	Lyngby	55.78	12.52	nov	17	4/24/2018	Negative control	wastewater metagenome	ERS5186599	ERX4603928	ERR4682476	Illumina NovaSeq 6000
DTU_2018_646_1_MG_SG_JU_334	1	2018_jun_sgp_01	GS snapshot june 2018	Singapore	SG	SGP	Jurong	1.26	103.67	jun	18	11/22/2017	wastewater	wastewater metagenome	ERS5186629	ERX4604221	ERR4682772	Illumina NovaSeq 6000
DTU_2018_647_1_MG_DK_AV_335	1	2018_jun_dnk_01	GS snapshot june 2018	Denmark	DK	DNK	Avedore	55.63	12.46	jun	18	6/11/2018	wastewater	wastewater metagenome	ERS5186630	ERX4604222	ERR4682773	Illumina NovaSeq 6000
DTU_2018_648_1_MG_DK_VA_336	1	2018_jun_dnk_02	GS snapshot june 2018	Denmark	DK	DNK	Valby	55.66	12.52	jun	18	6/11/2018	wastewater	wastewater metagenome	ERS5186631	ERX4604223	ERR4682774	Illumina NovaSeq 6000
DTU_2018_649_1_MG_DK_AM_337	1	2018_jun_dnk_03	GS snapshot june 2018	Denmark	DK	DNK	Amager	55.62	12.6	jun	18	6/11/2018	wastewater	wastewater metagenome	ERS5186632	ERX4604224	ERR4682775	Illumina NovaSeq 6000
DTU_2018_650_1_MG_SE_GO_338	1	2018_jun_swe_01	GS snapshot june 2018	Sweden	SE	SWE	Gothenburg	57.71	11.97	jun	18	6/15/2018	wastewater	wastewater metagenome	ERS5186633	ERX4604225	ERR4682776	Illumina NovaSeq 6000
DTU_2018_651_1_MG_SE_UP_339	1	2018_jun_swe_02	GS snapshot june 2018	Sweden	SE	SWE	Uppsala	59.86	17.64	jun	18	6/18/2018	wastewater	wastewater metagenome	ERS5186634	ERX4604226	ERR4682777	Illumina NovaSeq 6000
DTU_2018_652_1_MG_GR_AT_340	1	2018_jun_grc_01	GS snapshot june 2018	Greece	GR	GRC	Athens	37.98	23.73	jun	18	6/20/2018	wastewater	wastewater metagenome	ERS5186635	ERX4604227	ERR4682778	Illumina NovaSeq 6000
DTU_2018_653_1_MG_KH_PP_341	1	2018_jun_khm_01	GS snapshot june 2018	Cambodia	KH	KHM	Phnom Penh	11.57	104.92	jun	18	6/22/2018	wastewater	wastewater metagenome	ERS5186636	ERX4604228	ERR4682779	Illumina NovaSeq 6000
DTU_2018_654_1_MG_ES_BA_342	1	2018_jun_esp_01	GS snapshot june 2018	Spain	ES	ESP	Barcelona	41.38	2.18	jun	18	6/21/2018	wastewater	wastewater metagenome	ERS5186637	ERX4604229	ERR4682780	Illumina NovaSeq 6000
DTU_2018_655_1_MG_BE_OS_343	1	2018_jun_bel_01	GS snapshot june 2018	Belgium	BE	BEL	Ostend	51.23	2.92	jun	18	6/12/2018	wastewater	wastewater metagenome	ERS5186638	ERX4604230	ERR4682781	Illumina NovaSeq 6000
DTU_2018_656_1_MG_BE_LE_344	1	2018_jun_bel_02	GS snapshot june 2018	Belgium	BE	BEL	Leuven	50.88	4.7	jun	18	6/20/2018	wastewater	wastewater metagenome	ERS5186639	ERX4604231	ERR4682782	Illumina NovaSeq 6000
DTU_2018_657_1_MG_BE_HA_345	1	2018_jun_bel_03	GS snapshot june 2018	Belgium	BE	BEL	Harelbeke	50.84	3.31	jun	18	6/12/2018	wastewater	wastewater metagenome	ERS5186640	ERX4604232	ERR4682783	Illumina NovaSeq 6000
DTU_2018_658_1_MG_CZ_PR_346	1	2018_jun_cze_01	GS snapshot june 2018	Czech Republic	CZ	CZE	Praha	50.09	14.42	jun	18	6/20/2018	wastewater	wastewater metagenome	ERS5186641	ERX4604233	ERR4682784	Illumina NovaSeq 6000
DTU_2018_659_1_MG_CZ_BR_347	1	2018_jun_cze_02	GS snapshot june 2018	Czech Republic	CZ	CZE	Brno	49.19	16.61	jun	18	6/20/2018	wastewater	wastewater metagenome	ERS5186642	ERX4604234	ERR4682785	Illumina NovaSeq 6000
DTU_2018_660_1_MG_DE_DR_348	1	2018_jun_deu_01	GS snapshot june 2018	Germany	DE	DEU	Dresden	51.05	13.74	jun	18	6/21/2018	wastewater	wastewater metagenome	ERS5186643	ERX4604235	ERR4682786	Illumina NovaSeq 6000
DTU_2018_661_1_MG_MY_KL_349	1	2018_jun_mys_01	GS snapshot june 2018	Malaysia	MY	MYS	Kuala Lumpur	3.15	101.69	jun	18	5/31/2018	wastewater	wastewater metagenome	ERS5186644	ERX4604236	ERR4682787	Illumina NovaSeq 6000
DTU_2018_663_1_MG_FR_NA_351	1	2018_jun_fra_01	GS snapshot june 2018	France	FR	FRA	Nantes	47.22	-1.55	jun	18	6/11/2018	wastewater	wastewater metagenome	ERS5186645	ERX4604237	ERR4682788	Illumina NovaSeq 6000
DTU_2018_664_1_MG_FR_SA_352	1	2018_jun_fra_02	GS snapshot june 2018	France	FR	FRA	Saint Philibert	47.21	5.01	jun	18	6/20/2018	wastewater	wastewater metagenome	ERS5186646	ERX4604238	ERR4682789	Illumina NovaSeq 6000
DTU_2018_665_1_MG_SA_KA_353	1	2018_jun_sau_01	GS snapshot june 2018	Saudi Arabia	SA	SAU	Thuwal	22.28	39.11	jun	18	6/12/2018	wastewater	wastewater metagenome	ERS5186647	ERX4604239	ERR4682790	Illumina NovaSeq 6000
DTU_2018_666_1_MG_AT_VI_354	1	2018_jun_aut_01	GS snapshot june 2018	Austria	AT	AUT	Vienna	48.21	16.37	jun	18	6/21/2018	wastewater	wastewater metagenome	ERS5186648	ERX4604240	ERR4682791	Illumina NovaSeq 6000
DTU_2018_667_1_MG_BA_BL_355	1	2018_jun_bih_01	GS snapshot june 2018	Bosnia and Herzegovina	BA	BIH	Banja Luka	44.77	17.2	jun	18	6/27/2018	wastewater	wastewater metagenome	ERS5186649	ERX4604241	ERR4682792	Illumina NovaSeq 6000
DTU_2018_668_1_MG_BF_OU_356	1	2018_jun_bfa_01	GS snapshot june 2018	Burkina Faso	BF	BFA	Ouagadougou	12.37	-1.53	jun	18	6/22/2018	wastewater	wastewater metagenome	ERS5186650	ERX4604242	ERR4682793	Illumina NovaSeq 6000
DTU_2018_669_1_MG_PT_LI_357	1	2018_jun_prt_01	GS snapshot june 2018	Portugal	PT	PRT	Lisbon	38.71	-9.14	jun	18	6/27/2018	wastewater	wastewater metagenome	ERS5186651	ERX4604243	ERR4682794	Illumina NovaSeq 6000
