Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,samp_collect_device,samp_mat_process,Sample Name,source_material_id,SRA Study
SRR10002747,WGS,302,1299586936,PRJNA561080,SAMN12606586,Metagenome or environmental,602513113,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-23,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX6741805,Norway,Europe,"Norway:Oslo\,Nydalen",not applicable,Illumina HiSeq 2500,Subway and urban air,59.9494 N 10.76592 E,SL335690,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:34:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-OSL-AS31,gCSD17-OSL-AS31_17-06-23_Norway:Oslo:Nydalen,SRP218814
SRR10002748,WGS,302,1402368408,PRJNA561080,SAMN12606587,Metagenome or environmental,640038732,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-23,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX6741804,Norway,Europe,"Norway:Oslo\,Loeren",not applicable,Illumina HiSeq 2500,Subway and urban air,59.9301 N 10.78959 E,SL335691,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:35:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-OSL-AS32,gCSD17-OSL-AS32_17-06-23_Norway:Oslo:Loeren,SRP218814
SRR10002749,WGS,302,1357789886,PRJNA561080,SAMN12606588,Metagenome or environmental,618985380,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-26,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX6741803,Norway,Europe,"Norway:Oslo\,Vestli",not applicable,Illumina HiSeq 2500,Subway and urban air,59.97204 N 10.92944 E,SL335692,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:35:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-OSL-AS33,gCSD17-OSL-AS33_17-06-26_Norway:Oslo:Vestli,SRP218814
SRR10002750,WGS,302,921474178,PRJNA561080,SAMN12606589,Metagenome or environmental,428031306,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-26,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX6741802,Norway,Europe,"Norway:Oslo\,Romsaas",not applicable,Illumina HiSeq 2500,Subway and urban air,59.9626 N 10.89248 E,SL335693,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:34:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-OSL-AS34,gCSD17-OSL-AS34_17-06-26_Norway:Oslo:Romsaas,SRP218814
SRR10002751,WGS,302,1475681928,PRJNA561080,SAMN12606590,Metagenome or environmental,697622403,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-26,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX6741801,Norway,Europe,"Norway:Oslo\,Carl Berners plass",not applicable,Illumina HiSeq 2500,Subway and urban air,59.92566 N 10.77959 E,SL335694,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:35:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-OSL-AS35,gCSD17-OSL-AS35_17-06-26_Norway:Oslo:Carl Berners plass,SRP218814
SRR10002752,WGS,302,1355795478,PRJNA561080,SAMN12606591,Metagenome or environmental,614580404,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-26,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX6741800,Norway,Europe,"Norway:Oslo\,Groenland",not applicable,Illumina HiSeq 2500,Subway and urban air,59.91278 N 10.76009 E,SL335695,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:35:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-OSL-AS36,gCSD17-OSL-AS36_17-06-26_Norway:Oslo:Groenland,SRP218814
SRR10002753,WGS,302,2294038206,PRJNA561080,SAMN12606592,Metagenome or environmental,1037076557,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-26,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6741799,Norway,Europe,"Norway:Oslo\,Jernbanetorget",not applicable,Illumina HiSeq 2500,Subway and urban air,59.91226 N 10.75027 E,SL335696,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:38:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-OSL-AS37,gCSD17-OSL-AS37_17-06-26_Norway:Oslo:Jernbanetorget,SRP218814
SRR10002754,WGS,302,1479814496,PRJNA561080,SAMN12606593,Metagenome or environmental,666386242,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-26,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX6741798,Norway,Europe,"Norway:Oslo\,Stortinget",not applicable,Illumina HiSeq 2500,Subway and urban air,59.91343 N 10.74329 E,SL335697,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:36:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-OSL-AS38,gCSD17-OSL-AS38_17-06-26_Norway:Oslo:Stortinget,SRP218814
SRR10002755,WGS,302,1292442220,PRJNA561080,SAMN12606697,Metagenome or environmental,579225179,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-21,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX6741797,United Kingdom,Europe,"United Kingdom:London\,Warren Street",not applicable,Illumina HiSeq 2500,Subway and urban air,51.53057 N 0.12399 W,SL342392,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:36:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-LON-AS1,gCSD17-LON-AS1_17-06-21_United Kingdom:London:Warren Street,SRP218814
SRR10002756,WGS,302,1337583368,PRJNA561080,SAMN12606696,Metagenome or environmental,591248109,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-07-23,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX6741796,United Kingdom,Europe,"United Kingdom:London\,Oxford Circus",not applicable,Illumina HiSeq 2500,Subway and urban air,51.54502 N 0.10752 W,SL342422,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:36:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-LON-AS31,gCSD17-LON-AS31_17-07-23_United Kingdom:London:Oxford Circus,SRP218814
SRR10002757,WGS,302,1358405664,PRJNA561080,SAMN12606699,Metagenome or environmental,600436263,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-08-21,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6741795,United Kingdom,Europe,"United Kingdom:London\,Finsbury Park",not applicable,Illumina HiSeq 2500,Subway and urban air,51.53057 N 0.12399 W,SL342413,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:36:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-LON-AS22,gCSD17-LON-AS22_17-08-21_United Kingdom:London:Finsbury Park,SRP218814
SRR10002758,WGS,302,1115845002,PRJNA561080,SAMN12606698,Metagenome or environmental,501369779,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-08-18,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX6741794,United Kingdom,Europe,"United Kingdom:London\,Warren Street",not applicable,Illumina HiSeq 2500,Subway and urban air,51.53057 N 0.12399 W,SL342403,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:36:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-LON-AS12,gCSD17-LON-AS12_17-08-18_United Kingdom:London:Warren Street,SRP218814
SRR10002759,WGS,302,1469122488,PRJNA561080,SAMN12606701,Metagenome or environmental,656654092,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-08-18,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX6741793,United Kingdom,Europe,"United Kingdom:London\,Brixton",not applicable,Illumina HiSeq 2500,Subway and urban air,51.52774 N 0.13303 W,SL342402,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:37:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-LON-AS11,gCSD17-LON-AS11_17-08-18_United Kingdom:London:Brixton,SRP218814
SRR10002760,WGS,302,1075944762,PRJNA561080,SAMN12606700,Metagenome or environmental,477646616,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-07-23,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6741792,United Kingdom,Europe,"United Kingdom:London\,Finsbury Park",not applicable,Illumina HiSeq 2500,Subway and urban air,51.53057 N 0.12399 W,SL342423,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:36:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-LON-AS32,gCSD17-LON-AS32_17-07-23_United Kingdom:London:Finsbury Park,SRP218814
SRR10002761,WGS,302,1318695382,PRJNA561080,SAMN12606703,Metagenome or environmental,586965899,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-07-23,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6741791,United Kingdom,Europe,"United Kingdom:London\,Highbury & Islington",not applicable,Illumina HiSeq 2500,Subway and urban air,51.52774 N 0.13303 W,SL342424,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:36:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-LON-AS33,gCSD17-LON-AS33_17-07-23_United Kingdom:London:Highbury & Islington,SRP218814
SRR10002762,WGS,302,1424882508,PRJNA561080,SAMN12606702,Metagenome or environmental,627095167,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-08-21,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX6741790,United Kingdom,Europe,"United Kingdom:London\,Highbury & Islington",not applicable,Illumina HiSeq 2500,Subway and urban air,51.52774 N 0.13303 W,SL342414,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:38:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-LON-AS23,gCSD17-LON-AS23_17-08-21_United Kingdom:London:Highbury & Islington,SRP218814
SRR10002763,WGS,302,1009536472,PRJNA561080,SAMN12606705,Metagenome or environmental,450007389,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-08-18,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6741789,United Kingdom,Europe,"United Kingdom:London\,Vauxhall",not applicable,Illumina HiSeq 2500,Subway and urban air,51.5245 N 0.1381 W,SL342401,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:36:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-LON-AS10,gCSD17-LON-AS10_17-08-18_United Kingdom:London:Vauxhall,SRP218814
SRR10002764,WGS,302,1700295032,PRJNA561080,SAMN12606704,Metagenome or environmental,757079102,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-21,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6741788,United Kingdom,Europe,"United Kingdom:London\,Highbury & Islington",not applicable,Illumina HiSeq 2500,Subway and urban air,51.5245 N 0.1381 W,SL342395,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:38:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-LON-AS4,gCSD17-LON-AS4_17-06-21_United Kingdom:London:Highbury & Islington,SRP218814
SRR10002765,WGS,302,1434319404,PRJNA561080,SAMN12606784,Metagenome or environmental,537714234,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-07-06,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX6741787,Hong Kong,Asia,"Hong Kong:Hong Kong\,Shek Kip Mei",not applicable,Illumina HiSeq 2500,Subway and urban air,22.331996 N 114.168759 E,SL310959,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:36:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-HKG-AS25,gCSD17-HKG-AS25_17-07-06_Hong Kong:Hong Kong:Shek Kip Mei,SRP218814
SRR10002766,WGS,302,1390214720,PRJNA561080,SAMN12606785,Metagenome or environmental,524664224,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-07-06,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX6741786,Hong Kong,Asia,"Hong Kong:Hong Kong\,Prince Edward",not applicable,Illumina HiSeq 2500,Subway and urban air,22.325069 N 114.168319 E,SL310960,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:36:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-HKG-AS26,gCSD17-HKG-AS26_17-07-06_Hong Kong:Hong Kong:Prince Edward,SRP218814
SRR10002767,WGS,302,1601589956,PRJNA561080,SAMN12606780,Metagenome or environmental,622884252,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-07-06,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX6741785,Hong Kong,Asia,"Hong Kong:Hong Kong\,Kowloon Tong",not applicable,Illumina HiSeq 2500,Subway and urban air,22.337199 N 114.175817 E,SL310955,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:38:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-HKG-AS21,gCSD17-HKG-AS21_17-07-06_Hong Kong:Hong Kong:Kowloon Tong,SRP218814
SRR10002768,WGS,302,1420835406,PRJNA561080,SAMN12606781,Metagenome or environmental,542597200,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-07-06,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX6741784,Hong Kong,Asia,"Hong Kong:Hong Kong\,Tai Wai",not applicable,Illumina HiSeq 2500,Subway and urban air,22.373025 N 114.178509 E,SL310956,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:36:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-HKG-AS22,gCSD17-HKG-AS22_17-07-06_Hong Kong:Hong Kong:Tai Wai,SRP218814
SRR10002769,WGS,302,979948022,PRJNA561080,SAMN12606782,Metagenome or environmental,373661595,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-07-06,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6741783,Hong Kong,Asia,"Hong Kong:Hong Kong\,Che Kung Temple",not applicable,Illumina HiSeq 2500,Subway and urban air,22.374751 N 114.185998 E,SL310957,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:36:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-HKG-AS23,gCSD17-HKG-AS23_17-07-06_Hong Kong:Hong Kong:Che Kung Temple,SRP218814
SRR10002770,WGS,302,1535488800,PRJNA561080,SAMN12606783,Metagenome or environmental,567125783,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-07-06,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX6741782,Hong Kong,Asia,"Hong Kong:Hong Kong\,Sha Tin Wai",not applicable,Illumina HiSeq 2500,Subway and urban air,22.376943 N 114.194785 E,SL310958,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:37:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-HKG-AS24,gCSD17-HKG-AS24_17-07-06_Hong Kong:Hong Kong:Sha Tin Wai,SRP218814
SRR10002771,WGS,302,1696620598,PRJNA561080,SAMN12606776,Metagenome or environmental,646929810,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-07-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6741781,Hong Kong,Asia,"Hong Kong:Hong Kong\,Tsim Sha Tsui",not applicable,Illumina HiSeq 2500,Subway and urban air,22.29787 N 114.17217 E,SL310951,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:38:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-HKG-AS17,gCSD17-HKG-AS17_17-07-05_Hong Kong:Hong Kong:Tsim Sha Tsui,SRP218814
SRR10002772,WGS,302,1831412258,PRJNA561080,SAMN12606777,Metagenome or environmental,703199874,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-07-05,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX6741780,Hong Kong,Asia,"Hong Kong:Hong Kong\,East Tsim Sha Tsui",not applicable,Illumina HiSeq 2500,Subway and urban air,22.295269 N 114.174305 E,SL310952,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:38:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-HKG-AS18,gCSD17-HKG-AS18_17-07-05_Hong Kong:Hong Kong:East Tsim Sha Tsui,SRP218814
SRR10002773,WGS,302,1709970508,PRJNA561080,SAMN12606778,Metagenome or environmental,656353037,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-07-05,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX6741779,Hong Kong,Asia,"Hong Kong:Hong Kong\,Hung Hom",not applicable,Illumina HiSeq 2500,Subway and urban air,22.303619 N 114.181483 E,SL310953,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:38:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-HKG-AS19,gCSD17-HKG-AS19_17-07-05_Hong Kong:Hong Kong:Hung Hom,SRP218814
SRR10002774,WGS,302,1781194188,PRJNA561080,SAMN12606779,Metagenome or environmental,665107470,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-07-05,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX6741778,Hong Kong,Asia,"Hong Kong:Hong Kong\,Mong Kok East",not applicable,Illumina HiSeq 2500,Subway and urban air,22.322557 N 114.172471 E,SL310954,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:38:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-HKG-AS20,gCSD17-HKG-AS20_17-07-05_Hong Kong:Hong Kong:Mong Kok East,SRP218814
SRR10002775,WGS,302,1739407656,PRJNA561080,SAMN12606560,Metagenome or environmental,684510666,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-21,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX6741777,Norway,Europe,"Norway:Oslo\,Jernbanetorget",not applicable,Illumina HiSeq 2500,Subway and urban air,59.91226 N 10.75027 E,SL311019,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:39:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-OSL-AS5,gCSD17-OSL-AS5_17-06-21_Norway:Oslo:Jernbanetorget,SRP218814
SRR10002776,WGS,302,1827033862,PRJNA561080,SAMN12606690,Metagenome or environmental,809581362,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-08-18,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX6741776,United Kingdom,Europe,"United Kingdom:London\,Kings Cross St Pancras",not applicable,Illumina HiSeq 2500,Subway and urban air,51.56498 N 0.10543 W,SL342405,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:39:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-LON-AS14,gCSD17-LON-AS14_17-08-18_United Kingdom:London:Kings Cross St Pancras,SRP218814
SRR10002777,WGS,302,1028672098,PRJNA561080,SAMN12606691,Metagenome or environmental,455435641,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-08-21,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX6741775,United Kingdom,Europe,"United Kingdom:London\,Vauxhall",not applicable,Illumina HiSeq 2500,Subway and urban air,51.56498 N 0.10543 W,SL342411,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:37:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-LON-AS20,gCSD17-LON-AS20_17-08-21_United Kingdom:London:Vauxhall,SRP218814
SRR10002778,WGS,302,1164399052,PRJNA561080,SAMN12606692,Metagenome or environmental,516866502,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-07-23,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6741774,United Kingdom,Europe,"United Kingdom:London\,Green Park",not applicable,Illumina HiSeq 2500,Subway and urban air,51.56498 N 0.10543 W,SL342421,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:37:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-LON-AS30,gCSD17-LON-AS30_17-07-23_United Kingdom:London:Green Park,SRP218814
SRR10002779,WGS,302,1798552242,PRJNA561080,SAMN12606693,Metagenome or environmental,803745833,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-21,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6741773,United Kingdom,Europe,"United Kingdom:London\,Euston",not applicable,Illumina HiSeq 2500,Subway and urban air,51.54502 N 0.10752 W,SL342393,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:39:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-LON-AS2,gCSD17-LON-AS2_17-06-21_United Kingdom:London:Euston,SRP218814
SRR10002780,WGS,302,2149446646,PRJNA561080,SAMN12606686,Metagenome or environmental,956388910,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-23,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX6741772,USA,North America,"USA:New York City\,28th St.",not applicable,Illumina HiSeq 2500,Subway and urban air,40.747215 N 73.993365 W,SL342391,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:41:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-NYC-AS29,gCSD17-NYC-AS29_17-06-23_USA:New York City:28th St.,SRP218814
SRR10002781,WGS,302,1844799918,PRJNA561080,SAMN12606687,Metagenome or environmental,827291387,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-21,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX6741771,United Kingdom,Europe,"United Kingdom:London\,Green Park",not applicable,Illumina HiSeq 2500,Subway and urban air,51.48603 N 0.12369 W,SL342431,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:39:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-LON-AS40,gCSD17-LON-AS40_17-06-21_United Kingdom:London:Green Park,SRP218814
SRR10002782,WGS,302,1480023480,PRJNA561080,SAMN12606688,Metagenome or environmental,658274196,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-21,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX6741770,United Kingdom,Europe,"United Kingdom:London\,Oxford Circus",not applicable,Illumina HiSeq 2500,Subway and urban air,51.489081 N 0.133037 W,SL342432,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:40:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-LON-AS41,gCSD17-LON-AS41_17-06-21_United Kingdom:London:Oxford Circus,SRP218814
SRR10002783,WGS,302,2001385408,PRJNA561080,SAMN12606689,Metagenome or environmental,888586329,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),2017-06-21,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6741769,United Kingdom,Europe,"United Kingdom:London\,Kings Cross St Pancras",not applicable,Illumina HiSeq 2500,Subway and urban air,51.56498 N 0.10543 W,SL342394,PAIRED,RANDOM,METAGENOMIC,air metagenome,ILLUMINA,2020-08-21T00:00:00Z,2019-08-20T14:40:00Z,1,SASS 3100 electret filter air sampler,MetaSUB DNA isolation,gCSD17-LON-AS3,gCSD17-LON-AS3_17-06-21_United Kingdom:London:Kings Cross St Pancras,SRP218814
